,loss,nse,val_loss,val_nse
0,3.667186792080219,-164.006,0.7431585346238088,-16.920498
1,0.10247736306212067,-3.0335197,0.05354074958269879,0.17815505
2,0.04986673881767562,-0.63651353,0.04767965271142916,0.26718137
3,0.04664242914056077,-0.52299184,0.041782200713194696,0.39686474
4,0.04419028413444083,-0.3642575,0.042918697767759445,0.34766558
5,0.04140926108640783,-0.282866,0.04132286628424111,0.36462435
6,0.03987510515823623,-0.22777519,0.040414247043051965,0.3287867
7,0.03770581930370083,-0.076265946,0.04015162957169242,0.49429438
8,0.03616994772763813,-0.09244956,0.03988987833450911,0.3376133
9,0.034919323694652026,0.0099408375,0.03964190052895896,0.49591786
10,0.03510501606566874,0.013399669,0.03947517208249892,0.33097306
11,0.03398273391354138,0.06261124,0.03937236738554334,0.4021223
12,0.03365991040390002,0.07931378,0.03928902681474968,0.36159334
13,0.03318822048435923,0.079770245,0.03912487458332447,0.34905222
14,0.03293329762185321,0.118618645,0.03898363954434961,0.33847803
15,0.0319760759188309,0.14591931,0.03884886452812428,0.2857688
16,0.031639216265459943,0.16175154,0.03869923389395752,0.3534419
17,0.03191563959035399,0.11893841,0.03855671562191288,0.5010633
18,0.030781778620716134,0.124890044,0.038193803297429434,0.4077541
19,0.03064435760056541,0.18566325,0.038279523191142216,0.45487663
20,0.0302046894420326,0.15266855,0.037920905621248786,0.26286814
21,0.030364548838044184,0.19090292,0.03716521706368964,0.3295303
22,0.02973798705829619,0.112247095,0.036817542500372995,0.3157427
23,0.029181963625064804,0.20675597,0.036481859946444546,0.3691602
24,0.029407022436617188,0.14386629,0.03554313495165884,0.30112308
25,0.028963620837659857,0.1995321,0.03478720658432461,0.3496328
26,0.027755978749011437,0.20145723,0.032253160104576475,0.411151
27,0.027434320471405444,0.21906935,0.03120813973374286,0.38154358
28,0.02547314822066963,0.22776166,0.029975493980497963,0.46903357
29,0.025696561949925995,0.23158841,0.026554571972938916,0.4497884
30,0.02337765284894009,0.2959714,0.025262592752900836,0.52112705
31,0.021587677392687195,0.30499837,0.024591881782868825,0.60942185
32,0.019191495492649834,0.39884195,0.02370735141369751,0.56897277
33,0.019388837866249127,0.347944,0.02484539918980356,0.61636525
34,0.017135793440111353,0.37691095,0.022840238261525914,0.45162234
35,0.016484116376862267,0.3929598,0.024288433316653056,0.49991873
36,0.014321380168435531,0.42185324,0.021024854733782298,0.5704933
37,0.015592107637806446,0.4311328,0.02205764924381244,0.5695595
38,0.013671425023701935,0.46741173,0.020758645956294012,0.61220497
39,0.01356624549347486,0.44490495,0.017785177464033925,0.68657863
40,0.014457302357647485,0.46759102,0.020417830316444573,0.52112967
41,0.011767680921098766,0.4585371,0.01956710370920472,0.7724704
42,0.012758162530029522,0.48088747,0.020104533223445808,0.6486644
43,0.010923865921289673,0.5337492,0.01926192251049866,0.62984
44,0.011339796871385154,0.5529014,0.016504360142421758,0.74659884
45,0.011442672006145321,0.5143835,0.014574632704215872,0.5790018
46,0.010115104542025345,0.5703799,0.011432285382712291,0.67652446
47,0.010073135248743571,0.55569506,0.012612729669564357,0.55724543
48,0.011016141661185754,0.5664434,0.011605962929920962,0.5408721
49,0.009546746038389287,0.5783829,0.01263561946271503,0.80450046
50,0.009675711561921495,0.5814256,0.01024554803820148,0.8329992
51,0.008924323762029545,0.61284846,0.009948269447238095,0.55764705
52,0.008771166786956032,0.6478775,0.010980101481164243,0.6308619
53,0.010198090929217737,0.6010976,0.010157832399136939,0.61549616
54,0.008504972531885853,0.6101266,0.00945424889608965,0.62406033
55,0.008306152309497557,0.64654684,0.009217188633599523,0.5955537
56,0.008228466883975995,0.64232194,0.010452426303872617,0.82088214
57,0.008361046607037206,0.6424547,0.008831457088117377,0.81046945
58,0.007815406661969504,0.65160644,0.009061136368220136,0.63430595
59,0.007855826563189202,0.6182132,0.00852028729636117,0.8652934
60,0.007748272232037054,0.6592651,0.00851805760488335,0.5836463
61,0.0073410850650382255,0.6602587,0.008712525500016192,0.6731656
62,0.007216702834850523,0.6725205,0.009160174708813428,0.8128032
63,0.007403090655196846,0.7018326,0.00844610010899898,0.82328004
64,0.007054733578115702,0.6950922,0.009265551162557414,0.56543505
65,0.0068562911039563865,0.71125776,0.008291198393214221,0.63393384
66,0.006652961251203696,0.71023864,0.008752000750710736,0.7575968
